NO	KOPERASI	DESA	KECAMATAN	AKTIF	JENIS KOPERASI	KELOMPOK KOPERASI
575	Koperasi Karyawan Alpa Akasia	Ds. Kebon Agung	Puri	FALSE	Konsumen	Kopkar
576	Koperasi Wanita Sumbegirang Indah	Desa Sumbergirang	Puri	TRUE	Konsumen	Kop. Wanita
577	Koperasi Serba Usaha Ayem Tentrem	Sumber Girang	Puri	TRUE	Konsumen	Kop. Serba Usaha
578	Koperasi Simpan Pinjam Majapahit Adi Perkasa	Mlaten	Puri	TRUE	Simpan Pinjam	Kop. Simpan Pinjam
579	KOPERASI SIMPAN PINJAM MITRA SEMPURNA	Mlaten	Puri	TRUE	Simpan Pinjam	Kop. Simpan Pinjam dan Pembiayaan Syariah
580	KSPPS BMT Bala Oase Sejahtera	Mlaten	Puri	TRUE	Simpan Pinjam	Kop. Simpan Pinjam dan Pembiayaan Syariah
581	Koperasi Wanita Mlaten Mandiri	Desa Mlaten	Puri	TRUE	Konsumen	Kop. Wanita
582	Koperasi Serba Usaha Rizquna	Ds. Medali	Puri	TRUE	Konsumen	Kop. Serba Usaha
583	Koperasi Wanita Sahabat Medali	Desa Medali	Puri	TRUE	Konsumen	Kop. Wanita
584	KOPERASI KONSUMEN SIMPAN PINJAM DAN PEMBIAYAAN SYARIAH BMT BANDES MEDALI EMAS	Medali	Puri	TRUE	Konsumen	Kop. Lainnya
585	Koperasi Wanita Bina Mandiri Sejahtera	Desa Balongmojo	Puri	FALSE	Konsumen	Kop. Wanita
586	Koperasi Wanita Kartini Sumolawang	Sumolawang	Puri	TRUE	Konsumen	Kop. Wanita
587	KSPPS Jannatul Mawa 55	Kenanten	Puri	TRUE	Simpan Pinjam	Kop. Simpan Pinjam dan Pembiayaan Syariah
588	KSPPS Jannatul Mawa 54	Kenanten	Puri	TRUE	Simpan Pinjam	Kop. Simpan Pinjam dan Pembiayaan Syariah
589	Koperasi Distribusi Teladan	Kenanten	Puri	TRUE	Pemasaran	Kop. Serba Usaha
590	Koperasi Wanita Al Hidayah	Ds.Kenanten	Puri	TRUE	Konsumen	Kop. Wanita
591	Koperasi Guru PG-TK Putri Cendekia	Ds.Banjaragung	Puri	TRUE	Konsumen	Kop. Lainnya
592	Koperasi Pegawai Negeri Cenderawasih	Banjaragung	Puri	TRUE	Konsumen	Kop. Pegawai Negeri (KPRI)
593	KSPPS Nurul Falah	Banjaragung	Puri	TRUE	Simpan Pinjam	Kop. Simpan Pinjam dan Pembiayaan Syariah
594	Koperasi Pegawai Negeri Tut Wuri Handayani	Banjaragung	Puri	TRUE	Konsumen	Kop. Pegawai Negeri (KPRI)
595	Koperasi Profesi Kowaki	-	Puri	FALSE	Konsumen	Kop. Profesi
596	Koperasi Wanita Fitulung	Desa Banjaragung	Puri	TRUE	Konsumen	Kop. Wanita
597	KOPERASI KONSUMEN PONDOK PESANTREN BAITUS SURUR		Puri	TRUE	Konsumen	Kop. Serba Usaha
598	KOPERASI KONSUMEN MOJOKERTO MAJU BERSAMA	Banjaragung	Puri	TRUE	Konsumen	Kop. Lainnya
599	KOPERASI KONSUMEN PERMATA MULIA SEJAHTERA	Banjaragung	Puri	TRUE	Konsumen	Kop. Lainnya
600	Koperasi Simpan Pinjam Sarana Menuju Sukses	Bejijong	Trowulan	TRUE	Simpan Pinjam	Kop. Simpan Pinjam
601	Koperasi Mitra Indojaya	Sooko	Trowulan	TRUE	Konsumen	Kop. Serba Usaha
602	Koperasi Sumber Makmur	balongwono	Trowulan	TRUE	Konsumen	Kop. Lainnya
603	Koperasi Berkah Jaya Sentosa		Trowulan	TRUE	Simpan Pinjam	Kop. Lainnya
604	Koperasi Serba Usaha Bumi Artha Mulya	Ds.Trowulan	Trowulan	TRUE	Produsen	Kop. Serba Usaha
605	KSPPS Jannatul Mawa 48	Trowulan	Trowulan	TRUE	Simpan Pinjam	Kop. Simpan Pinjam dan Pembiayaan Syariah
606	Koperasi Simpan Pinjam Tunas Sejahtera	Desa Trowulan	Trowulan	TRUE	Simpan Pinjam	Kop. Simpan Pinjam
607	Koperasi Serba Usaha Bumi Artha Mulya	Trowulan	Trowulan	TRUE	Konsumen	Kop. Serba Usaha
608	Koperasi Mulyo Tani	Ds. Trowulan	Trowulan	FALSE	Konsumen	Kop. Lainnya
609	Koperasi Pegawai Negeri Ampera	Desa Trowulan	Trowulan	TRUE	Konsumen	Kop. Pegawai Negeri (KPRI)
610	Koperasi Pegawai Negeri Purbakala	Trowulan	Trowulan	TRUE	Konsumen	Kop. Pegawai Negeri (KPRI)
611	Koperasi Wanita Segaran	Trowulan	Trowulan	TRUE	Simpan Pinjam	Kop. Wanita
612	KOPERASI PRODUSEN TOENGGAK SEMI PONDOK PESANTREN SEGORO AGUNG	Sentonorejo	Trowulan	TRUE	Produsen	Kop. Lainnya
613	KSPPS Jannatul Mawa 50	Temon	Trowulan	TRUE	Simpan Pinjam	Kop. Simpan Pinjam dan Pembiayaan Syariah
614	Koperasi Wanita Ceria Makmur	Ds. Temon 	Trowulan	TRUE	Konsumen	Kop. Wanita
615	KSPPS Jannatul Mawa 49	Pakis	Trowulan	TRUE	Simpan Pinjam	Kop. Simpan Pinjam dan Pembiayaan Syariah
616	Koperasi Pertanian Bina Sejahtera	Ds. Pakis	Trowulan	FALSE	Produsen	Kop. Pertanian
617	Koperasi Pertanian KMDH Pakis Sejahtera	Ds. Pakis	Trowulan	TRUE	Produsen	Kop. Pertanian
618	Koperasi Wanita Sugih Waras	Ds. Pakis 	Trowulan	TRUE	Konsumen	Kop. Wanita
619	KOPERASI KONSUMEN BERSAMA ROHID SEJAHTERA	Pakis	Trowulan	TRUE	Konsumen	Kop. Lainnya
620	KSPPS Jannatul Mawa 91	Beloh	Trowulan	TRUE	Simpan Pinjam	Kop. Simpan Pinjam dan Pembiayaan Syariah
621	Koperasi Wanita Fajar Mulia	Ds. Beloh 	Trowulan	TRUE	Konsumen	Kop. Wanita
622	KSPPS Jannatul Ma wa 46	Domas	Trowulan	TRUE	Simpan Pinjam	Kop. Simpan Pinjam dan Pembiayaan Syariah
623	Koperasi Wanita Ken Dedes	Desa Domas	Trowulan	TRUE	Konsumen	Kop. Wanita
624	KOPERASI SIMPAN PINJAM MAKMUR SEJATI	Jambuwok	Trowulan	TRUE	Simpan Pinjam	Kop. Simpan Pinjam
625	Koperasi Serba Usaha Arta Kadinda Prima	Ds. Jambuwok	Trowulan	TRUE	Konsumen	Kop. Serba Usaha
626	Koperasi Wanita Rukun Makmur	Desa Jambuwok 	Trowulan	TRUE	Konsumen	Kop. Wanita
627	Koperasi Serba Usaha UFO	Desa Watesumpak	Trowulan	TRUE	Konsumen	Kop. Serba Usaha
628	Koperasi Wanita Gayatri Sejahtera	Ds. Watesumpak 	Trowulan	FALSE	Konsumen	Kop. Wanita
629	Koperasi Wanita Gapura Majapahit	Desa Jatipasar	Trowulan	TRUE	Konsumen	Kop. Wanita
630	Koperasi Industri Kerajinan Rakyat Gajah Mada	Ds. Jatipasar	Trowulan	FALSE	Produsen	Kopinkra
631	Koperasi Wanita Gapuro Mojopahit	Desa Jatipasar	Trowulan	TRUE	Konsumen	Kop. Wanita
632	Koperasi Industri Kerajinan Rakyat Ganesha	Ds. Bejijong	Trowulan	TRUE	Produsen	Kopinkra
633	Koperasi Wanita Putri Wijaya	Ds. Bejijong	Trowulan	TRUE	Konsumen	Kop. Wanita
634	Koperasi Pemulung Tunas Harapan	Ds. Kejagan	Trowulan	FALSE	Konsumen	Kop. Lainnya
635	Koperasi Wanita Kuncup Sejahtera	Ds. Kejagan	Trowulan	TRUE	Konsumen	Kop. Wanita
636	Koperasi Perkebunan Wulan Jaya	Wonorejo	Trowulan	TRUE	Produsen	Kop. Perkebunan
637	Koperasi Wanita Putri Pertiwi	Wonorejo	Trowulan	TRUE	Konsumen	Kop. Wanita
638	Koperasi Pondok Pesantren Al Itthad	Ds. Tawangsari	Trowulan	FALSE	Konsumen	Koppontren
639	Koperasi Pondok Pesantren Haqqul Amal	Ds. Tawangsari	Trowulan	FALSE	Konsumen	Koppontren
640	Koperasi Wanita Mustika Dewi	Ds. Tawangsari 	Trowulan	TRUE	Konsumen	Kop. Wanita
641	Koperasi Pondok Pesantren Haqqul Hikmah	Tawangsari	Trowulan	TRUE	Konsumen	Koppontren
642	Koperasi Pondok Pesantren Al - Ittihad	Tawangsari 	Trowulan	TRUE	Konsumen	Koppontren
643	KSPPS Jannatul Mawa 47	Panggih	Trowulan	TRUE	Simpan Pinjam	Kop. Simpan Pinjam dan Pembiayaan Syariah
644	Koperasi Wanita Tunas Harapan	Ds. Panggih	Trowulan	TRUE	Konsumen	Kop. Wanita
645	Koperasi Wanita Kiprah Wanita	Ds. Panggih 	Trowulan	TRUE	Konsumen	Kop. Wanita
646	Koperasi Unit Desa Tani Makmur	Bicak	Trowulan	TRUE	Produsen	KUD
647	Koperasi Wanita Bicak Lestari	Ds. Bicak 	Trowulan	FALSE	Konsumen	Kop. Wanita
648	Koperasi Pertanian Sumber Makmur	Ds. Balongwono	Trowulan	TRUE	Produsen	Kop. Pertanian
649	Koperasi Wanita Bina Karya	Desa Balongwono	Trowulan	TRUE	Konsumen	Kop. Wanita
650	KOPERASI PRODUSEN MAJA FLORA INDONESIA	Balongwono	Trowulan	TRUE	Produsen	Kop. Lainnya
651	Koperasi Wanita Anugerah		Sooko	TRUE	Konsumen	Kop. Wanita
652	Koperasi Artha Mutiara Hati	 Kedungpring	Sooko	FALSE	Konsumen	Kop. Serba Usaha
653	Koperasi Serba Usaha Karya Bersama	-	Sooko	TRUE	Konsumen	Kop. Serba Usaha
654	Koperasi Warga Dian Husada		Sooko	TRUE	Konsumen	Kop. Lainnya
655	Koperasi Karya Pena Sejahtera		Sooko	TRUE	Simpan Pinjam	Kop. Lainnya
656	Koperasi Ita Kita Sejahtera Jawa Timur		Sooko	TRUE	Pemasaran	Kop. Lainnya
657	Koperasi Pegawai Negeri Bina Sejahtera	-	Sooko	TRUE	Konsumen	Kop. Pegawai Negeri (KPRI)
658	Koperasi Wanita Tutur Mandiri	Sooko	Sooko	TRUE	Konsumen	Kop. Wanita
659	Koperasi Karyawan Akpar Mojopahit	-	Sooko	TRUE	Konsumen	Kopkar
660	Koperasi Karyawan Guntur	Sooko	Sooko	TRUE	Konsumen	Kopkar
661	Koperasi Karyawan Maarif Attaawun	-	Sooko	FALSE	Konsumen	Kopkar
662	Koperasi Simpan Pinjam Mitra Pratama Persada	Sooko	Sooko	TRUE	Simpan Pinjam	Kop. Simpan Pinjam
663	Koperasi Simpan Pinjam Rukun Sempurna	Sooko	Sooko	TRUE	Simpan Pinjam	Kop. Simpan Pinjam
664	Koperasi Karyawan Sakinah	Sooko	Sooko	TRUE	Konsumen	Kopkar
665	Koperasi Karyawan Sub Dolog	-	Sooko	TRUE	Konsumen	Kopkar
666	Koperasi Pegawai Negeri Wijaya Kusuma	Sooko	Sooko	TRUE	Konsumen	Kop. Pegawai Negeri (KPRI)
667	Koperasi Perternakan Masyarakat Mandiri	-	Sooko	TRUE	Produsen	Kop. Peternakan
668	Koperasi Perternakan Rojokoyo	-	Sooko	TRUE	Produsen	Kop. Peternakan
669	Koperasi Rukun Sejahtera	Sooko	Sooko	TRUE	Konsumen	Kop. Simpan Pinjam
670	Koperasi Pegawai Negeri Budi Arta	Sooko	Sooko	TRUE	Konsumen	Kop. Pegawai Negeri (KPRI)
671	Koperasi Angkatan Darat Primkopad Mojopahit Sejahtera bersama		Sooko	TRUE	Konsumen	Kop. Angkatan Darat
672	Koperasi Al Mabrur	-	Sooko	FALSE	Konsumen	Kop. Lainnya
673	Koperasi Usaha Sejahtera	-	Sooko	TRUE	Konsumen	Kop. Lainnya
674	Koperasi Beringin Emas	Ds. Sooko	Sooko	TRUE	Konsumen	Kop. Lainnya
675	Koperasi Pemuda Angsa (IPPNU)	-	Sooko	FALSE	Konsumen	Kop. Pemuda
676	KSPPS Jannatul Mawa 14	Japan	Sooko	TRUE	Simpan Pinjam	Kop. Simpan Pinjam dan Pembiayaan Syariah
677	Koperasi Pondok Pesantren Al Amin	Sooko	Sooko	TRUE	Konsumen	Koppontren
678	Primkopkar Kartika Mojopahit Sejahtera	Mojokerto	Sooko	TRUE	Konsumen	Kop. Angkatan Darat
679	Koperasi Wanita Putri Cempo	Desa Kedungmaling	Sooko	TRUE	Konsumen	Kop. Wanita
680	Persatuan Koperasi Pegawai Negeri	Mojokerto	Sooko	TRUE	Produsen	Kop. Lainnya
681	Koperasi Pondok Pesantren Yaisra	-	Sooko	FALSE	Konsumen	Koppontren
682	KPKUD	-	Sooko	FALSE	Konsumen	Kop. Sekunder
683	Koperasi Wredatama Sejahtera	Sooko	Sooko	TRUE	Konsumen	Kop. Wredatama
684	Koperasi Pegawai Negeri Amanah	-	Sooko	FALSE	Konsumen	Kop. Pegawai Negeri (KPRI)
685	Koperasi Pegawai Negeri Bhakti Kencana	Sooko	Sooko	TRUE	Konsumen	Kop. Pegawai Negeri (KPRI)
686	Koperasi Pegawai Negeri Bina Marga	-	Sooko	TRUE	Konsumen	Kop. Pegawai Negeri (KPRI)
687	Koperasi Pegawai Negeri Diperta	-	Sooko	TRUE	Konsumen	Kop. Pegawai Negeri (KPRI)
688	Koperasi Pegawai Negeri Dwi Tunggal	Sooko	Sooko	TRUE	Konsumen	Kop. Pegawai Negeri (KPRI)
689	Koperasi Pegawai Negeri Eka Jaya	-	Sooko	TRUE	Konsumen	Kop. Pegawai Negeri (KPRI)
690	Koperasi Pegawai Negeri Kantor Pelayn Pajak (KPP)	-	Sooko	TRUE	Konsumen	Kop. Pegawai Negeri (KPRI)
691	Koperasi Pegawai Negeri Keluarga Syariah	Desa Sooko	Sooko	TRUE	Konsumen	Kop. Pegawai Negeri (KPRI)
692	Koperasi Pegawai Negeri Kosma	Sooko	Sooko	TRUE	Konsumen	Kop. Pegawai Negeri (KPRI)
693	Koperasi Pegawai Negeri Macarti Tama	-	Sooko	FALSE	Konsumen	Kop. Pegawai Negeri (KPRI)
694	Koperasi Pegawai Negeri Pengayoman	-	Sooko	TRUE	Konsumen	Kop. Pegawai Negeri (KPRI)
695	Koperasi Pegawai Negeri Penyantun	Sooko	Sooko	TRUE	Konsumen	Kop. Pegawai Negeri (KPRI)
696	Koperasi Pegawai Negeri Puspasari	-	Sooko	FALSE	Konsumen	Kop. Pegawai Negeri (KPRI)
697	Koperasi Pegawai Negeri Rukun Adhyaksa	sooko	Sooko	TRUE	Konsumen	Kop. Pegawai Negeri (KPRI)
698	Koperasi Pegawai Negeri Sumber Makmur	Sooko	Sooko	TRUE	Konsumen	Kop. Pegawai Negeri (KPRI)
699	Koperasi Pegawai Negeri Teratai	-	Sooko	FALSE	Konsumen	Kop. Pegawai Negeri (KPRI)
700	Koperasi Simpan Pinjam Artha Jaya	Ds. Sooko	Sooko	TRUE	Simpan Pinjam	Kop. Simpan Pinjam
701	Koperasi Simpan Pinjam Artha Prima	sooko	Sooko	TRUE	Simpan Pinjam	Kop. Simpan Pinjam
702	Koperasi Simpan Pinjam Syariah Amanah Sejahtera	Ds. Sooko	Sooko	TRUE	Simpan Pinjam	Kop. Simpan Pinjam
703	Koperasi Serba Usaha Bokashi Mandiri	Pondok Teratai	Sooko	TRUE	Konsumen	Kop. Serba Usaha
704	KOPERASI KONSUMEN LAA ROIBA IGRA SEJAHTERA	Sooko	Sooko	TRUE	Konsumen	Kop. Lainnya
705	Koperasi Simpan Pinjam Dana Kita	Brangkal	Sooko	TRUE	Simpan Pinjam	Kop. Simpan Pinjam
706	Koperasi Serba Usaha Sahabat	-	Sooko	TRUE	Konsumen	Kop. Serba Usaha
707	Koperasi Simpan Pinjam Dana Anugerah	Desa Sooko	Sooko	TRUE	Simpan Pinjam	Kop. Simpan Pinjam
708	Koperasi Simpan Pinjam Kayat Jaya Makmur	Sooko	Sooko	TRUE	Simpan Pinjam	Kop. Simpan Pinjam
709	Koperasi Wanita Salimah	Sooko	Sooko	TRUE	Konsumen	Kop. Wanita
710	Koperasi Simpan Pinjam Artha Jaya Mandiri Jawa Timur	Sooko	Sooko	TRUE	Simpan Pinjam	Kop. Simpan Pinjam
711	Koperasi Insan Transportasi Abadi Mojopahit	Sooko	Sooko	TRUE	Jasa	Kop. Angkutan Darat
712	KSPPS Aisyah Al Bunyaan Marsus	Gemekan 	Sooko	TRUE	Simpan Pinjam	Kop. Simpan Pinjam dan Pembiayaan Syariah
713	Koperasi Wanita Khoirun Nisa	Gemekan 	Sooko	TRUE	Konsumen	Kop. Wanita
714	Koperasi Karunia Jaya	Gemekan	Sooko	TRUE	Konsumen	Kop. Lainnya
715	Koperasi Wanita Prestasi	Ds. Blimbingsari	Sooko	TRUE	Konsumen	Kop. Wanita
716	Koperasi Pondok Pesantren Al Muqorobin	Kedungmaling	Sooko	FALSE	Konsumen	Koppontren
717	Koperasi Putera Mojopahit	Ds. Kedung Maling	Sooko	FALSE	Konsumen	Kop. Lainnya
718	Koperasi Simpan Pinjam Sumber Hidup Mandiri	Kedung Maling	Sooko	TRUE	Simpan Pinjam	Kop. Simpan Pinjam
719	Koperasi Perkebunan Nira Sejahtera	Ds. Brangkal	Sooko	TRUE	Produsen	Kop. Perkebunan
720	Koperasi Wanita Dewi Kunti	Ds. Kedungmaling 	Sooko	TRUE	Konsumen	Kop. Wanita
721	KOPERASI KONSUMEN KOPONTREN RIYADLUL QURAN	Kedungmaling	Sooko	TRUE	Konsumen	Kop. Lainnya
722	Koperasi Simpan Pinjam Artha Jaya Mandiri	Brangkal	Sooko	TRUE	Simpan Pinjam	Kop. Simpan Pinjam
723	Koperasi Simpan Pinjam Sumber Rejeki Baru	Brangkal	Sooko	TRUE	Simpan Pinjam	Kop. Simpan Pinjam
724	KOPERASI SIMPAN PINJAM BINA MANDIRI	Brangkal	Sooko	TRUE	Simpan Pinjam	Kop. Simpan Pinjam
725	Koperasi Karyawan Mega Gotong Royong II	-	Sooko	TRUE	Konsumen	Kopkar
726	Koperasi Dana Sejahtera	Ds. Brangkal	Sooko	TRUE	Konsumen	Kop. Lainnya
727	Koperasi PKM Goro Sumber M	Ds. Brangkal	Sooko	FALSE	Konsumen	Kop. Lainnya
728	Koperasi Pasar Sumber Rejeki	Ds. Brangkal	Sooko	FALSE	Pemasaran	Kop. Pasar
729	Koperasi Pondok Pesantren Al Ikhsan	Ds. Brangkal	Sooko	FALSE	Konsumen	Koppontren
730	Koperasi Pondok Pesantren Riyadlul Jannah	Ds. Brangkal	Sooko	FALSE	Konsumen	Koppontren
731	Koperasi Pertanian Nusantara Jaya	Ds. Brangkal	Sooko	FALSE	Produsen	Kop. Pertanian
732	Koperasi Wanita Sri Rejeki	Ds. Brangkal	Sooko	FALSE	Konsumen	Kop. Wanita
733	Koperasi Pegawai Negeri Karya Raharja	Ds. Brangkal	Sooko	TRUE	Konsumen	Kop. Pegawai Negeri (KPRI)
734	Koperasi Simpan Pinjam Rejeki Artha Prima	Ds. Brangkal	Sooko	TRUE	Simpan Pinjam	Kop. Simpan Pinjam
735	Koperasi Wanita Nusa Indah	Klinterejo 	Sooko	TRUE	Konsumen	Kop. Wanita
736	Koperasi Wanita Sahabat Fatmawati	Desa Modongan	Sooko	TRUE	Konsumen	Kop. Wanita
737	KOPERASI KONSUMEN BMT DARUS SHOLAH JAWA TIMUR	Modongan	Sooko	TRUE	Konsumen	Kop. Lainnya
738	Koperasi Wanita Sambiroto Bangkit	Ds. Sambiroto	Sooko	TRUE	Konsumen	Kop. Wanita
739	Koperasi pegawai Republik Indonesia BIMA	Ds.Jampirogo	Sooko	TRUE	Konsumen	Kop. Pegawai Negeri (KPRI)
740	Koperasi Serba Usaha Cemerlang	Ds. Jampirogo	Sooko	TRUE	Konsumen	Kop. Serba Usaha
741	Koperasi Wanita Teratai	Ds. Jampirogo	Sooko	TRUE	Konsumen	Kop. Wanita
742	KJKS Artha Barokah Abadi	Japan	Sooko	TRUE	Simpan Pinjam	Kop. Simpan Pinjam dan Pembiayaan Syariah
743	Koperasi Serba Usaha Surya Pratama	-	Sooko	TRUE	Konsumen	Kop. Serba Usaha
744	Koperasi Industri Kerajinan Rakyat Brawijaya	Ds. Daleman	Sooko	TRUE	Produsen	Kopinkra
745	KOPERASI KONSUMEN SYARIAH AN NISA KABUPATEN MOJOKERTO	3516130009	Sooko	TRUE	Konsumen	Kop. Wanita
746	Koperasi Wanita Guna Mandiri	Desa Japan	Sooko	TRUE	Konsumen	Kop. Wanita
747	Koperasi Serba Usaha Mahkota Nusantara	 Jampirogo 	Sooko	TRUE	Konsumen	Kop. Serba Usaha
748	KOPERASI SIMPAN PINJAM DAN PEMBIAYAAN SYARIAH BAITUL MAAL WAT TAMWIL NUSANTARA MOJOPAHIT	Japan	Sooko	TRUE	Simpan Pinjam	Kop. Lainnya
749	Koperasi Unit Desa Sooko	Ds. Wringinrejo	Sooko	FALSE	Produsen	KUD
750	Koperasi Wanita Rosela	Desa Wringinrejo	Sooko	TRUE	Konsumen	Kop. Wanita
751	Koperasi Wanita Seroja	Ds. Karang Kedawang	Sooko	TRUE	Konsumen	Kop. Wanita
752	Koperasi Wanita Indah	Mojoranu	Sooko	TRUE	Konsumen	Kop. Wanita
753	Koperasi Wanita Harum Melati	Ds. Ngingasrembyong	Sooko	TRUE	Konsumen	Kop. Wanita
754	Koperasi Simpan Pinjam Rendy Jaya Sejahtera	Ngingasrembyong	Sooko	TRUE	Simpan Pinjam	Kop. Simpan Pinjam
755	Koperasi Simpan Pinjam Duta Mandiri	Bagusan	Gedek	FALSE	Simpan Pinjam	Kop. Simpan Pinjam
756	Koperasi Serba Usaha Putra Mojokerto Bangkit	-	Gedek	FALSE	Konsumen	Kop. Serba Usaha
757	Koperasi Wanita Ngares Berseri	Desa Ngares	Gedek	TRUE	Konsumen	Kop. Wanita
758	Koperasi Wanita Gembongan Sejahtera	Ds. Gembongan 	Gedek	TRUE	Konsumen	Kop. Wanita
759	Koperasi Pasar Sinar Gedeg	Ds. Gempolkrep	Gedek	TRUE	Pemasaran	Kop. Pasar
760	Koperasi Energi Agro Nusantara Jawa Timur	Desa Gempolkerep	Gedek	TRUE	Konsumen	Kopkar
761	Koperasi Serba Usaha Asa Jaya	-	Gedek	FALSE	Konsumen	Kop. Serba Usaha
762	Koperasi Wanita Sahabat Kita	Gempolkerep	Gedek	TRUE	Konsumen	Kop. Wanita
763	KOPERASI KONSUMEN ARTHA NIRA		Gedek	TRUE	Konsumen	Kopkar
764	Koperasi Wanita Lestari	Ds. Bandung	Gedek	TRUE	Konsumen	Kop. Wanita
765	Koperasi Pondok Pesantren Maju Jaya	 Ds. Bandung	Gedek	FALSE	Konsumen	Koppontren
